,gameId,playId,playDescription,quarter,down,yardsToGo,possessionTeam,playType,yardlineSide,yardlineNumber,offenseFormation,personnelO,defendersInTheBox,numberOfPassRushers,personnelD,typeDropback,preSnapVisitorScore,preSnapHomeScore,gameClock,absoluteYardlineNumber,penaltyCodes,penaltyJerseyNumbers,passResult,offensePlayResult,playResult,epa,isDefensivePI
11,2018091700,1415,(8:54) R.Wilson sacked at CHI 45 for -2 yards (E.Jackson).,2,1,10,SEA,play_type_sack,CHI,43,I_FORM,"2 RB, 2 TE, 1 WR",8.0,7.0,"5 DL, 2 LB, 4 DB",SCRAMBLE,0.0,7.0,08:54:00,53.0,,,S,-2,-2,-0.509534128063609,False
12,2018091700,1478,"(7:21) (Shotgun) R.Wilson sacked at SEA 42 for -8 yards (K.Mack). FUMBLES (K.Mack), recovered by SEA-J.Sweezy at SEA 41. J.Sweezy to SEA 41 for no gain (K.Mack).",2,3,17,SEA,play_type_sack,,50,SHOTGUN,"1 RB, 1 TE, 3 WR",5.0,4.0,"4 DL, 2 LB, 5 DB",TRADITIONAL,0.0,7.0,07:21:00,60.0,,,S,-9,-9,-2.1927932355334,False
13,2018091700,1888,(1:07) (Shotgun) R.Wilson pass short left to B.Marshall pushed ob at SEA 43 for 18 yards (P.Amukamara).,2,1,10,SEA,play_type_pass,SEA,25,SHOTGUN,"1 RB, 1 TE, 3 WR",6.0,4.0,"4 DL, 2 LB, 5 DB",TRADITIONAL,0.0,10.0,01:07:00,85.0,,,C,18,18,0.481207745872066,False
14,2018091700,1912,"(1:01) (No Huddle, Shotgun) R.Wilson sacked at SEA 37 for -6 yards (D.Trevathan).",2,1,10,SEA,play_type_sack,SEA,43,SHOTGUN,"1 RB, 1 TE, 3 WR",6.0,5.0,"4 DL, 2 LB, 5 DB",TRADITIONAL,0.0,10.0,01:01:00,67.0,,,S,-6,-6,-0.37829253439214,False
15,2018091700,1959,(:53) (Shotgun) R.Wilson pass short right to T.Lockett to SEA 45 for 8 yards (D.Trevathan).,2,2,16,SEA,play_type_pass,SEA,37,SHOTGUN,"1 RB, 1 TE, 3 WR",6.0,4.0,"4 DL, 2 LB, 5 DB",TRADITIONAL,0.0,10.0,00:53:00,73.0,,,C,8,8,-0.173221018621457,False
16,2018091700,2028,(:24) (Shotgun) R.Wilson pass incomplete deep right to T.Lockett (E.Jackson).,2,1,10,SEA,play_type_pass,CHI,46,SHOTGUN,"1 RB, 1 TE, 3 WR",4.0,4.0,"2 DL, 3 LB, 6 DB",SCRAMBLE_ROLLOUT_RIGHT,0.0,10.0,00:24:00,56.0,,,I,0,0,-0.180401284764226,False
17,2018091700,2050,(:16) (Shotgun) R.Wilson pass short middle to B.Marshall to CHI 38 for 8 yards (N.Kwiatkoski).,2,2,10,SEA,play_type_pass,CHI,46,EMPTY,"1 RB, 1 TE, 3 WR",4.0,4.0,"2 DL, 3 LB, 6 DB",TRADITIONAL,0.0,10.0,00:16:00,56.0,,,C,8,8,0.112365902306451,False
18,2018091700,2074,(:02) R.Wilson spiked the ball to stop the clock.,2,3,2,SEA,play_type_pass,CHI,38,,"1 RB, 1 TE, 3 WR",5.0,0.0,"2 DL, 3 LB, 6 DB",UNKNOWN,0.0,10.0,00:02:00,48.0,,,I,0,0,-0.523856357260367,False
19,2018091700,2333,(11:36) (Shotgun) R.Wilson pass short left to T.Lockett to SEA 33 for 2 yards (B.Callahan).,3,1,10,SEA,play_type_pass,SEA,31,SHOTGUN,"1 RB, 1 TE, 3 WR",5.0,3.0,"4 DL, 2 LB, 5 DB",TRADITIONAL,3.0,10.0,11:36:00,41.0,,,C,2,2,-0.41381631416169,False
20,2018091700,2357,(10:59) (Shotgun) R.Wilson pass incomplete short right to W.Dissly.,3,2,8,SEA,play_type_pass,SEA,33,SHOTGUN,"1 RB, 2 TE, 2 WR",6.0,4.0,"4 DL, 2 LB, 5 DB",TRADITIONAL,3.0,10.0,10:59:00,43.0,,,I,0,0,-0.923019104979843,False
21,2018091700,2379,(10:56) (Shotgun) R.Wilson pass incomplete short right to N.Vannett [B.Callahan].,3,3,8,SEA,play_type_pass,SEA,33,SHOTGUN,"1 RB, 1 TE, 3 WR",5.0,7.0,"3 DL, 3 LB, 5 DB",TRADITIONAL,3.0,10.0,10:56:00,43.0,,,I,0,0,-1.7025363699411,False
22,2018091700,2646,(6:36) R.Wilson pass incomplete short right to C.Carson (R.Smith).,3,1,10,SEA,play_type_pass,SEA,8,I_FORM,"2 RB, 1 TE, 2 WR",7.0,4.0,"5 DL, 2 LB, 4 DB",SCRAMBLE_ROLLOUT_RIGHT,3.0,10.0,06:36:00,18.0,,,I,0,0,-0.50396219496731,False
23,2018091700,2668,(6:29) R.Wilson pass incomplete deep left to T.Lockett [A.Hicks].,3,2,10,SEA,play_type_pass,SEA,8,SINGLEBACK,"1 RB, 2 TE, 2 WR",7.0,5.0,"5 DL, 2 LB, 4 DB",TRADITIONAL,3.0,10.0,06:29:00,18.0,,,I,0,0,-0.762364560628702,False
24,2018091700,2718,(6:24) (Shotgun) R.Wilson pass short right to M.Davis to SEA 7 for -1 yards (A.Lynch).,3,3,10,SEA,play_type_pass,SEA,8,SHOTGUN,"1 RB, 1 TE, 3 WR",6.0,4.0,"4 DL, 2 LB, 5 DB",SCRAMBLE_ROLLOUT_RIGHT,3.0,10.0,06:24:00,18.0,,,C,-1,-1,-1.24291663787689,False
25,2018091700,3132,"(13:26) (No Huddle, Shotgun) R.Wilson pass short right to N.Vannett to SEA 40 for 4 yards (A.Amos).",4,2,9,SEA,play_type_pass,SEA,36,SHOTGUN,"1 RB, 1 TE, 3 WR",6.0,4.0,"3 DL, 3 LB, 5 DB",TRADITIONAL,3.0,17.0,13:26:00,74.0,,,C,4,4,-0.62058937287066,False
26,2018091700,3156,"(12:50) (No Huddle, Shotgun) R.Wilson pass short right to T.Lockett to CHI 40 for 20 yards (E.Jackson). FUMBLES (E.Jackson), ball out of bounds at CHI 39.",4,3,5,SEA,play_type_pass,SEA,40,SHOTGUN,"1 RB, 1 TE, 3 WR",5.0,4.0,"3 DL, 3 LB, 5 DB",TRADITIONAL,3.0,17.0,12:50:00,70.0,,,C,20,20,2.66289718951614,False
27,2018091700,3213,"(12:14) (No Huddle, Shotgun) R.Wilson pass short right to N.Vannett to CHI 30 for 11 yards (R.Smith).",4,2,11,SEA,play_type_pass,CHI,41,SHOTGUN,"1 RB, 1 TE, 3 WR",6.0,4.0,"3 DL, 3 LB, 5 DB",SCRAMBLE,3.0,17.0,12:14:00,51.0,,,C,11,11,0.964855426698704,False
28,2018091700,3335,"(10:19) (No Huddle, Shotgun) R.Wilson pass deep right to T.Lockett for 19 yards, TOUCHDOWN.",4,2,7,SEA,play_type_pass,CHI,19,SHOTGUN,"1 RB, 1 TE, 3 WR",6.0,3.0,"3 DL, 3 LB, 5 DB",TRADITIONAL,3.0,17.0,10:19:00,29.0,,,C,19,19,2.6791255151219,False
29,2018091700,3637,"(6:47) (Shotgun) R.Wilson pass short left intended for R.Penny INTERCEPTED by P.Amukamara at SEA 49. P.Amukamara for 49 yards, TOUCHDOWN.",4,2,9,SEA,play_type_pass,SEA,46,EMPTY,"1 RB, 1 TE, 3 WR",5.0,4.0,"4 DL, 2 LB, 5 DB",TRADITIONAL,10.0,17.0,06:47:00,64.0,,,IN,0,0,-8.94294187278306,False
30,2018091700,3690,(6:37) (Shotgun) R.Wilson pass short middle to N.Vannett to SEA 33 for 8 yards (R.Smith).,4,1,10,SEA,play_type_pass,SEA,25,SHOTGUN,"1 RB, 1 TE, 3 WR",5.0,4.0,"3 DL, 3 LB, 5 DB",TRADITIONAL,10.0,24.0,06:37:00,85.0,,,C,8,8,0.0223967919157997,False
31,2018091700,3777,"(4:40) (Shotgun) R.Wilson sacked at SEA 40 for -1 yards (D.Trevathan). FUMBLES (D.Trevathan) [D.Trevathan], RECOVERED by CHI-L.Floyd at SEA 41. L.Floyd to SEA 41 for no gain (J.Britt).",4,2,6,SEA,play_type_sack,SEA,41,SHOTGUN,"1 RB, 1 TE, 3 WR",5.0,4.0,"3 DL, 3 LB, 5 DB",SCRAMBLE_ROLLOUT_LEFT,10.0,24.0,04:40:00,69.0,,,S,0,0,-5.00461382645019,False
32,2018091700,3912,(2:42) (Shotgun) R.Wilson pass short middle to C.Prosise to SEA 9 for 8 yards (A.Amos).,4,1,10,SEA,play_type_pass,SEA,1,SHOTGUN,"1 RB, 1 TE, 3 WR",6.0,4.0,"3 DL, 3 LB, 5 DB",TRADITIONAL,10.0,24.0,02:42:00,109.0,,,C,8,8,0.36294154685189,False
33,2018091700,3936,"(2:23) (No Huddle, Shotgun) R.Wilson pass deep middle to W.Dissly to SEA 43 for 34 yards (D.Trevathan).",4,2,2,SEA,play_type_pass,SEA,9,SHOTGUN,"1 RB, 1 TE, 3 WR",5.0,4.0,"3 DL, 3 LB, 5 DB",TRADITIONAL,10.0,24.0,02:23:00,101.0,,,C,34,34,1.91256975041816,False
34,2018091700,3960,"(2:03) (No Huddle, Shotgun) R.Wilson pass short middle to C.Prosise to SEA 49 for 6 yards (R.Smith). CHI-A.Hicks was injured during the play.",4,1,10,SEA,play_type_pass,SEA,43,SHOTGUN,"1 RB, 1 TE, 3 WR",5.0,4.0,"3 DL, 3 LB, 5 DB",TRADITIONAL,10.0,24.0,02:03:00,67.0,,,C,6,6,0.0077125807412346,False
35,2018091700,4004,(1:57) (Shotgun) R.Wilson pass short middle to T.Lockett to CHI 40 for 11 yards (D.Trevathan).,4,2,4,SEA,play_type_pass,SEA,49,SHOTGUN,"1 RB, 1 TE, 3 WR",4.0,3.0,"2 DL, 3 LB, 6 DB",SCRAMBLE_ROLLOUT_RIGHT,10.0,24.0,01:57:00,61.0,,,C,11,11,0.683385164703892,False
36,2018091700,4037,"(1:33) (No Huddle, Shotgun) R.Wilson pass short middle to C.Prosise to CHI 32 for 8 yards (R.Smith).",4,1,10,SEA,play_type_pass,CHI,40,SHOTGUN,"1 RB, 1 TE, 3 WR",5.0,3.0,"2 DL, 3 LB, 6 DB",TRADITIONAL,10.0,24.0,01:33:00,50.0,,,C,8,8,0.169039593106516,False
37,2018091700,4082,(:57) (No Huddle) R.Wilson spiked the ball to stop the clock.,4,1,10,SEA,play_type_pass,CHI,28,,"1 RB, 1 TE, 3 WR",4.0,0.0,"2 DL, 3 LB, 6 DB",UNKNOWN,10.0,24.0,00:57:00,38.0,,,I,0,0,-0.140180260200657,False
38,2018091700,4104,(:55) (Shotgun) R.Wilson pass deep middle to J.Brown to CHI 9 for 19 yards (P.Amukamara).,4,2,10,SEA,play_type_pass,CHI,28,SHOTGUN,"1 RB, 1 TE, 3 WR",5.0,2.0,"2 DL, 3 LB, 6 DB",TRADITIONAL,10.0,24.0,00:55:00,38.0,,,C,19,19,1.22422410700067,False
39,2018091700,4128,"(:32) (No Huddle, Shotgun) R.Wilson pass short left to J.Brown to CHI 2 for 7 yards (S.McManis).",4,1,9,SEA,play_type_pass,CHI,9,SHOTGUN,"1 RB, 1 TE, 3 WR",5.0,3.0,"2 DL, 3 LB, 6 DB",TRADITIONAL,10.0,24.0,00:32:00,19.0,,,C,7,7,0.338059875889307,False
40,2018091700,4152,(:19) (No Huddle) R.Wilson spiked the ball to stop the clock.,4,2,2,SEA,play_type_pass,CHI,2,,"1 RB, 1 TE, 3 WR",5.0,0.0,"2 DL, 3 LB, 6 DB",UNKNOWN,10.0,24.0,00:19:00,12.0,,,I,0,0,-0.323396199807083,False
41,2018091700,4174,"(:18) (Shotgun) R.Wilson pass short left to W.Dissly for 2 yards, TOUCHDOWN.",4,3,2,SEA,play_type_pass,CHI,2,SHOTGUN,"1 RB, 1 TE, 3 WR",6.0,4.0,"3 DL, 3 LB, 5 DB",TRADITIONAL,10.0,24.0,00:18:00,12.0,,,C,2,2,2.75799642654869,False
42,2018092312,317,(10:15) (Shotgun) R.Wilson pass incomplete short right to W.Dissly [D.Jones].,1,1,10,SEA,play_type_pass,SEA,37,SHOTGUN,"2 RB, 1 TE, 2 WR",7.0,5.0,"4 DL, 3 LB, 4 DB",SCRAMBLE_ROLLOUT_RIGHT,0.0,0.0,10:15:00,73.0,,,I,0,0,-0.527082257422085,False
43,2018092312,360,(9:30) (Shotgun) R.Wilson pass short middle to T.Lockett to 50 for 8 yards (S.Lee).,1,3,5,SEA,play_type_pass,SEA,42,SHOTGUN,"1 RB, 1 TE, 3 WR",6.0,4.0,"3 DL, 3 LB, 5 DB",TRADITIONAL,0.0,0.0,09:30:00,68.0,,,C,8,8,1.95825877601655,False
44,2018092312,458,(6:59) (Shotgun) R.Wilson pass incomplete short middle to B.Marshall.,1,3,9,SEA,play_type_pass,DAL,49,SHOTGUN,"1 RB, 1 TE, 3 WR",6.0,6.0,"3 DL, 3 LB, 5 DB",TRADITIONAL,0.0,0.0,06:59:00,59.0,,,I,0,0,-1.75887631634174,False
45,2018092312,674,(4:55) (Shotgun) R.Wilson pass short left to B.Marshall pushed ob at DAL 45 for 3 yards (B.Jones).,1,2,7,SEA,play_type_pass,DAL,48,SHOTGUN,"1 RB, 1 TE, 3 WR",6.0,4.0,"4 DL, 2 LB, 5 DB",TRADITIONAL,0.0,0.0,04:55:00,58.0,,,C,3,3,-0.598399364839293,False
46,2018092312,703,(4:38) (Shotgun) R.Wilson pass incomplete short left to B.Marshall.,1,3,4,SEA,play_type_pass,DAL,45,EMPTY,"1 RB, 1 TE, 3 WR",6.0,4.0,"4 DL, 2 LB, 5 DB",TRADITIONAL,0.0,0.0,04:38:00,55.0,,,I,0,0,-1.6872394389897,False
47,2018092312,977,(:59) (Shotgun) R.Wilson pass short left to W.Dissly to SEA 35 for 4 yards (B.Jones).,1,2,10,SEA,play_type_pass,SEA,31,SHOTGUN,"1 RB, 1 TE, 3 WR",6.0,4.0,"4 DL, 2 LB, 5 DB",TRADITIONAL,0.0,0.0,00:59:00,79.0,,,C,4,4,-0.660280262212109,False
48,2018092312,1001,(:14) (Shotgun) R.Wilson pass incomplete short left to B.Marshall (B.Jones).,1,3,6,SEA,play_type_pass,SEA,35,SHOTGUN,"1 RB, 1 TE, 3 WR",6.0,6.0,"3 DL, 3 LB, 5 DB",TRADITIONAL,0.0,0.0,00:14:00,75.0,,,I,0,0,-1.69460555500935,False
49,2018092312,1166,(13:20) R.Wilson pass incomplete short middle to W.Dissly (T.Crawford).,2,1,10,SEA,play_type_pass,SEA,36,SINGLEBACK,"1 RB, 2 TE, 2 WR",7.0,4.0,"4 DL, 3 LB, 4 DB",DESIGNED_ROLLOUT_RIGHT,0.0,0.0,13:20:00,46.0,,,I,0,0,-0.51300719209716,False
50,2018092312,1209,(12:31) (Shotgun) R.Wilson pass short right to T.Lockett ran ob at SEA 46 for 6 yards.,2,3,6,SEA,play_type_pass,SEA,40,EMPTY,"1 RB, 1 TE, 3 WR",5.0,4.0,"3 DL, 3 LB, 5 DB",TRADITIONAL,0.0,0.0,12:31:00,50.0,,,C,6,6,1.77430307134217,False
51,2018092312,1280,(10:57) (Shotgun) R.Wilson pass short middle to N.Vannett to DAL 35 for 12 yards (C.Awuzie).,2,3,3,SEA,play_type_pass,DAL,47,SHOTGUN,"1 RB, 1 TE, 3 WR",7.0,4.0,"4 DL, 2 LB, 5 DB",TRADITIONAL,0.0,0.0,10:57:00,63.0,,,C,12,12,1.91253775871131,False
52,2018092312,1304,(10:21) (Shotgun) R.Wilson pass incomplete deep right to N.Vannett.,2,1,10,SEA,play_type_pass,DAL,35,SHOTGUN,"1 RB, 2 TE, 2 WR",8.0,4.0,"4 DL, 3 LB, 4 DB",TRADITIONAL,0.0,0.0,10:21:00,75.0,,,I,0,0,-0.307825188573653,False
53,2018092312,1364,(9:51) (Shotgun) R.Wilson pass short right to C.Carson pushed ob at DAL 16 for 19 yards (J.Heath).,2,3,10,SEA,play_type_pass,DAL,35,SHOTGUN,"1 RB, 1 TE, 3 WR",6.0,6.0,"4 DL, 2 LB, 5 DB",TRADITIONAL,0.0,0.0,09:51:00,75.0,,,C,19,19,1.97564514780059,False
54,2018092312,1393,"(9:33) (No Huddle) R.Wilson pass deep middle to J.Brown for 16 yards, TOUCHDOWN.",2,1,10,SEA,play_type_pass,DAL,16,SINGLEBACK,"1 RB, 1 TE, 3 WR",7.0,4.0,"4 DL, 2 LB, 5 DB",TRADITIONAL,0.0,0.0,09:33:00,94.0,,,C,16,16,2.27495681722336,False
55,2018092312,1803,(3:46) R.Wilson pass short left to T.Lockett to SEA 47 for 11 yards (L.Vander Esch; C.Awuzie) [J.Smith].,2,1,10,SEA,play_type_pass,SEA,36,SINGLEBACK,"1 RB, 2 TE, 2 WR",7.0,4.0,"4 DL, 3 LB, 4 DB",TRADITIONAL,3.0,7.0,03:46:00,46.0,,,C,11,11,0.510863894151199,False
56,2018092312,1886,"(2:00) (Shotgun) R.Wilson pass deep right to T.Lockett for 52 yards, TOUCHDOWN.",2,3,9,SEA,play_type_pass,SEA,48,SHOTGUN,"1 RB, 1 TE, 3 WR",6.0,4.0,"4 DL, 2 LB, 5 DB",TRADITIONAL,3.0,7.0,02:00:00,58.0,,,C,52,52,5.51547567143552,False
57,2018092312,2082,(:49) (Shotgun) R.Wilson pass short right to N.Vannett to SEA 46 for 4 yards (J.Smith).,2,1,10,SEA,play_type_pass,SEA,42,SHOTGUN,"1 RB, 1 TE, 3 WR",6.0,4.0,"4 DL, 2 LB, 5 DB",SCRAMBLE_ROLLOUT_RIGHT,3.0,14.0,00:49:00,52.0,,,C,4,4,-0.16588930691253,False
58,2018092312,2106,"(:25) (No Huddle, Shotgun) R.Wilson pass short middle to M.Davis to DAL 47 for 7 yards (S.Lee; J.Smith).",2,2,6,SEA,play_type_pass,SEA,46,SHOTGUN,"1 RB, 1 TE, 3 WR",6.0,4.0,"4 DL, 2 LB, 5 DB",TRADITIONAL,3.0,14.0,00:25:00,56.0,,,C,7,7,0.354302562504009,False
59,2018092312,2147,(:19) (Shotgun) R.Wilson pass incomplete deep left.,2,1,10,SEA,play_type_pass,DAL,47,SHOTGUN,"1 RB, 1 TE, 3 WR",6.0,4.0,"4 DL, 2 LB, 5 DB",TRADITIONAL,3.0,14.0,00:19:00,63.0,,,I,0,0,-0.167054700775678,False
60,2018092312,2169,(:12) (Shotgun) R.Wilson pass short right to N.Vannett pushed ob at DAL 44 for 3 yards (K.Frazier).,2,2,10,SEA,play_type_pass,DAL,47,SHOTGUN,"1 RB, 1 TE, 3 WR",6.0,5.0,"4 DL, 2 LB, 5 DB",TRADITIONAL,3.0,14.0,00:12:00,63.0,,,C,3,3,-0.126276591948481,False
61,2018092312,2202,"(:09) (Shotgun) R.Wilson pass incomplete deep right to T.Lockett [D.Lawrence]. PENALTY on DAL-R.Gregory, Unnecessary Roughness, 15 yards, enforced at DAL 44.",2,3,7,SEA,play_type_pass,DAL,44,SHOTGUN,"1 RB, 1 TE, 3 WR",6.0,4.0,"4 DL, 2 LB, 5 DB",TRADITIONAL,3.0,14.0,00:09:00,66.0,UNRd,DAL 94,I,0,15,1.23360651796068,False
62,2018092312,2362,(13:41) (Shotgun) R.Wilson pass incomplete short left to B.Marshall (B.Jones) [D.Lawrence].,3,3,6,SEA,play_type_pass,SEA,20,SHOTGUN,"1 RB, 1 TE, 3 WR",6.0,5.0,"4 DL, 2 LB, 5 DB",TRADITIONAL,3.0,17.0,13:41:00,30.0,,,I,0,0,-1.54760996167265,False
63,2018092312,2560,"(10:31) (Shotgun) R.Wilson pass short left to C.Carson to SEA 41 for 3 yards (B.Jones, S.Lee).",3,2,10,SEA,play_type_pass,SEA,38,SHOTGUN,"1 RB, 1 TE, 3 WR",6.0,4.0,"4 DL, 2 LB, 5 DB",TRADITIONAL,3.0,17.0,10:31:00,48.0,,,C,3,3,-0.720348839245805,False
64,2018092312,2584,(9:45) (Shotgun) R.Wilson sacked at SEA 31 for -10 yards (sack split by S.Lee and D.Lawrence).,3,3,7,SEA,play_type_sack,SEA,41,EMPTY,"1 RB, 1 TE, 3 WR",6.0,5.0,"3 DL, 3 LB, 5 DB",TRADITIONAL,3.0,17.0,09:45:00,51.0,,,S,-10,-10,-2.34717637984253,False
65,2018092312,2899,(2:50) (Shotgun) R.Wilson pass short right to B.Marshall pushed ob at DAL 49 for 27 yards (C.Awuzie).,3,2,14,SEA,play_type_pass,SEA,24,SHOTGUN,"1 RB, 1 TE, 3 WR",7.0,4.0,"4 DL, 2 LB, 5 DB",TRADITIONAL,6.0,17.0,02:50:00,34.0,,,C,27,27,2.33189128838726,False
66,2018092312,2965,(1:04) (Shotgun) R.Wilson pass short left to J.Brown to DAL 28 for 9 yards (A.Brown).,3,1,10,SEA,play_type_pass,DAL,37,SHOTGUN,"1 RB, 1 TE, 3 WR",7.0,4.0,"4 DL, 2 LB, 5 DB",TRADITIONAL,6.0,17.0,01:04:00,73.0,,,C,9,9,0.204167767849343,False
67,2018092312,3082,(14:19) R.Wilson pass short right to N.Vannett pushed ob at DAL 8 for 8 yards (C.Awuzie).,4,2,3,SEA,play_type_pass,DAL,16,SINGLEBACK,"1 RB, 1 TE, 3 WR",7.0,4.0,"4 DL, 2 LB, 5 DB",TRADITIONAL,6.0,17.0,14:19:00,26.0,,,C,8,8,0.759127917344202,False
68,2018092312,3419,"(9:35) (No Huddle, Shotgun) R.Wilson sacked at SEA 19 for 0 yards (J.Smith).",4,3,4,SEA,play_type_sack,SEA,19,PISTOL,"1 RB, 1 TE, 3 WR",7.0,5.0,"4 DL, 2 LB, 5 DB",SCRAMBLE_ROLLOUT_LEFT,6.0,24.0,09:35:00,91.0,,,S,0,0,-1.39149727475958,False
69,2018092312,3731,(5:42) (Shotgun) R.Wilson pass incomplete short right to T.Lockett.,4,3,4,SEA,play_type_pass,SEA,31,SHOTGUN,"1 RB, 1 TE, 3 WR",5.0,4.0,"4 DL, 2 LB, 5 DB",TRADITIONAL,13.0,24.0,05:42:00,79.0,,,I,0,0,-1.50371803767686,False
70,2018093008,169,(12:05) (Shotgun) R.Wilson pass short left to D.Baldwin to ARZ 44 for 5 yards (P.Peterson).,1,3,6,SEA,play_type_pass,ARI,49,EMPTY,"1 RB, 1 TE, 3 WR",5.0,5.0,"4 DL, 1 LB, 6 DB",TRADITIONAL,0.0,0.0,12:05:00,59.0,,,C,5,5,-1.24256903945814,False
71,2018093008,446,(8:06) (Shotgun) R.Wilson pass short right to W.Dissly pushed ob at ARZ 43 for 5 yards (A.Bethea). SEA-W.Dissly was injured during the play.,1,1,10,SEA,play_type_pass,ARI,48,SHOTGUN,"1 RB, 1 TE, 3 WR",7.0,4.0,"4 DL, 2 LB, 5 DB",TRADITIONAL,0.0,0.0,08:06:00,58.0,,,C,5,5,-0.1075883456564,False
72,2018093008,479,(7:37) R.Wilson pass short left to D.Baldwin to ARZ 25 for 18 yards (P.Peterson).,1,2,5,SEA,play_type_pass,ARI,43,I_FORM,"2 RB, 1 TE, 2 WR",6.0,4.0,"4 DL, 2 LB, 5 DB",SCRAMBLE,0.0,0.0,07:37:00,53.0,,,C,18,18,1.37378561884373,False
73,2018093008,503,(6:58) R.Wilson pass short middle to M.Davis to ARZ 20 for 5 yards (J.Bynes).,1,1,10,SEA,play_type_pass,ARI,25,I_FORM,"2 RB, 0 TE, 3 WR",6.0,5.0,"4 DL, 2 LB, 5 DB",TRADITIONAL,0.0,0.0,06:58:00,35.0,,,C,5,5,0.0802267986531957,False
