,time,x,y,s,a,dis,o,dir,event,nflId,displayName,jerseyNumber,position,frameId,team,gameId,playId,playDirection,route
542,2018-09-18 00:17:56.200,50.03,35.22,1.17,2.66,0.11,239.62,78.53,pass_forward,2532961.0,Danny Trevathan,59.0,ILB,37,home,2018091700,117,right,
543,2018-09-18 00:17:56.200,40.99,30.19,0.68,2.54,0.06,99.71,41.36,pass_forward,2532975.0,Russell Wilson,3.0,QB,37,away,2018091700,117,right,
544,2018-09-18 00:17:56.200,56.34,49.95,7.27,1.08,0.73,156.98,80.48,pass_forward,2541966.0,Jaron Brown,18.0,WR,37,away,2018091700,117,right,GO
545,2018-09-18 00:17:56.200,56.58,5.27,6.27,0.57,0.63,217.17,121.66,pass_forward,2543681.0,Kyle Fuller,23.0,CB,37,home,2018091700,117,right,
546,2018-09-18 00:17:56.200,59.29,38.94,3.86,3.58,0.37,210.58,118.43,pass_forward,2552385.0,Adrian Amos,38.0,FS,37,home,2018091700,117,right,
547,2018-09-18 00:17:56.200,57.79,15.4,5.53,5.48,0.56,14.74,50.86,pass_forward,2552430.0,Tyler Lockett,16.0,WR,37,away,2018091700,117,right,IN
548,2018-09-18 00:17:56.200,59.89,13.81,5.61,4.21,0.56,35.23,67.99,pass_forward,2553500.0,Bryce Callahan,37.0,CB,37,home,2018091700,117,right,
549,2018-09-18 00:17:56.200,41.54,34.21,2.42,5.66,0.28,215.72,281.04,pass_forward,2555285.0,Leonard Floyd,94.0,OLB,37,home,2018091700,117,right,
550,2018-09-18 00:17:56.200,70.75,25.06,3.77,3.52,0.38,332.68,62.04,pass_forward,2558176.0,Eddie Jackson,39.0,FS,37,home,2018091700,117,right,
551,2018-09-18 00:17:56.200,46.91,29.18,3.1,2.48,0.32,233.19,112.77,pass_forward,2560835.0,Rashaad Penny,20.0,RB,37,away,2018091700,117,right,ANGLE
552,2018-09-18 00:17:56.200,56.24,24.91,3.27,4.91,0.33,317.83,73.91,pass_forward,2560877.0,Roquan Smith,58.0,LB,37,home,2018091700,117,right,
553,2018-09-18 00:17:56.200,57.58,38.4,7.0,2.5,0.71,151.11,107.58,pass_forward,2561046.0,Will Dissly,88.0,TE,37,away,2018091700,117,right,POST
554,2018-09-18 00:17:56.200,41.68,29.35,1.37,8.0,0.1,,,pass_forward,,Football,,,37,football,2018091700,117,right,
600,2018-09-18 00:17:56.599,59.67,49.76,7.42,1.21,0.75,8.72,79.52,pass_arrived,2495108.0,Prince Amukamara,20.0,CB,41,home,2018091700,117,right,
601,2018-09-18 00:17:56.599,58.24,3.48,6.76,1.52,0.68,53.18,112.68,pass_arrived,2495893.0,Brandon Marshall,15.0,WR,41,away,2018091700,117,right,GO
602,2018-09-18 00:17:56.599,50.65,34.93,2.4,3.73,0.22,212.6,133.48,pass_arrived,2532961.0,Danny Trevathan,59.0,ILB,41,home,2018091700,117,right,
603,2018-09-18 00:17:56.599,41.33,30.57,1.67,1.5,0.16,84.29,42.93,pass_arrived,2532975.0,Russell Wilson,3.0,QB,41,away,2018091700,117,right,
604,2018-09-18 00:17:56.599,59.13,50.35,6.72,2.14,0.68,158.12,82.96,pass_arrived,2541966.0,Jaron Brown,18.0,WR,41,away,2018091700,117,right,GO
605,2018-09-18 00:17:56.599,58.88,4.04,6.72,1.72,0.67,207.68,114.77,pass_arrived,2543681.0,Kyle Fuller,23.0,CB,41,home,2018091700,117,right,
606,2018-09-18 00:17:56.599,60.66,37.84,4.95,2.86,0.48,199.17,135.64,pass_arrived,2552385.0,Adrian Amos,38.0,FS,41,home,2018091700,117,right,
607,2018-09-18 00:17:56.599,59.13,17.03,5.03,3.81,0.51,13.65,29.74,pass_arrived,2552430.0,Tyler Lockett,16.0,WR,41,away,2018091700,117,right,IN
608,2018-09-18 00:17:56.599,61.77,15.1,5.74,6.58,0.57,23.31,42.97,pass_arrived,2553500.0,Bryce Callahan,37.0,CB,41,home,2018091700,117,right,
609,2018-09-18 00:17:56.599,41.16,34.26,0.48,5.88,0.01,170.68,100.43,pass_arrived,2555285.0,Leonard Floyd,94.0,OLB,41,home,2018091700,117,right,
610,2018-09-18 00:17:56.599,71.69,26.01,3.0,5.08,0.31,337.54,24.37,pass_arrived,2558176.0,Eddie Jackson,39.0,FS,41,home,2018091700,117,right,
611,2018-09-18 00:17:56.599,47.94,28.85,2.29,2.05,0.24,215.53,104.03,pass_arrived,2560835.0,Rashaad Penny,20.0,RB,41,away,2018091700,117,right,ANGLE
612,2018-09-18 00:17:56.599,57.12,25.52,2.22,4.6,0.23,319.55,32.86,pass_arrived,2560877.0,Roquan Smith,58.0,LB,41,home,2018091700,117,right,
613,2018-09-18 00:17:56.599,60.21,37.37,6.92,2.05,0.7,159.59,114.85,pass_arrived,2561046.0,Will Dissly,88.0,TE,41,away,2018091700,117,right,POST
614,2018-09-18 00:17:56.599,49.46,28.32,6.46,1.29,4.67,,,pass_arrived,,Football,,,41,football,2018091700,117,right,
645,2018-09-18 00:17:56.900,61.81,50.1,6.96,2.27,0.71,338.84,82.52,pass_outcome_incomplete,2495108.0,Prince Amukamara,20.0,CB,44,home,2018091700,117,right,
646,2018-09-18 00:17:56.900,60.12,2.78,6.51,1.8,0.66,61.03,108.94,pass_outcome_incomplete,2495893.0,Brandon Marshall,15.0,WR,44,away,2018091700,117,right,GO
647,2018-09-18 00:17:56.900,51.2,34.23,3.48,3.16,0.33,199.66,148.3,pass_outcome_incomplete,2532961.0,Danny Trevathan,59.0,ILB,44,home,2018091700,117,right,
648,2018-09-18 00:17:56.900,41.72,30.98,2.04,0.67,0.2,76.84,43.28,pass_outcome_incomplete,2532975.0,Russell Wilson,3.0,QB,44,away,2018091700,117,right,
649,2018-09-18 00:17:56.900,60.98,50.56,5.63,3.68,0.58,160.23,84.65,pass_outcome_incomplete,2541966.0,Jaron Brown,18.0,WR,44,away,2018091700,117,right,GO
650,2018-09-18 00:17:56.900,60.76,3.24,6.78,1.36,0.68,215.16,111.11,pass_outcome_incomplete,2543681.0,Kyle Fuller,23.0,CB,44,home,2018091700,117,right,
651,2018-09-18 00:17:56.900,61.75,36.66,5.62,1.22,0.56,179.78,138.71,pass_outcome_incomplete,2552385.0,Adrian Amos,38.0,FS,44,home,2018091700,117,right,
652,2018-09-18 00:17:56.900,59.72,18.27,4.08,3.56,0.42,20.82,20.71,pass_outcome_incomplete,2552430.0,Tyler Lockett,16.0,WR,44,away,2018091700,117,right,IN
653,2018-09-18 00:17:56.900,62.71,16.56,5.89,4.97,0.58,17.26,23.7,pass_outcome_incomplete,2553500.0,Bryce Callahan,37.0,CB,44,home,2018091700,117,right,
654,2018-09-18 00:17:56.900,41.57,34.22,2.11,3.84,0.19,137.5,94.39,pass_outcome_incomplete,2555285.0,Leonard Floyd,94.0,OLB,44,home,2018091700,117,right,
655,2018-09-18 00:17:56.900,71.72,26.82,2.78,5.28,0.27,327.31,342.23,pass_outcome_incomplete,2558176.0,Eddie Jackson,39.0,FS,44,home,2018091700,117,right,
656,2018-09-18 00:17:56.900,48.51,28.67,1.73,1.81,0.18,178.92,111.56,pass_outcome_incomplete,2560835.0,Rashaad Penny,20.0,RB,44,away,2018091700,117,right,ANGLE
657,2018-09-18 00:17:56.900,57.13,26.04,1.78,5.66,0.17,327.03,330.66,pass_outcome_incomplete,2560877.0,Roquan Smith,58.0,LB,44,home,2018091700,117,right,
658,2018-09-18 00:17:56.900,61.98,36.49,6.28,2.65,0.64,136.5,118.61,pass_outcome_incomplete,2561046.0,Will Dissly,88.0,TE,44,away,2018091700,117,right,POST
659,2018-09-18 00:17:56.900,51.66,27.85,7.9,5.18,0.77,,,pass_outcome_incomplete,,Football,,,44,football,2018091700,117,right,
825,2018-09-18 00:18:37.400,48.79,44.86,0.03,0.04,0.0,258.28,214.7,ball_snap,2495108.0,Prince Amukamara,20.0,CB,11,home,2018091700,139,right,
826,2018-09-18 00:18:37.400,47.02,44.94,0.0,0.0,0.0,98.86,110.0,ball_snap,2495893.0,Brandon Marshall,15.0,WR,11,away,2018091700,139,right,GO
827,2018-09-18 00:18:37.400,50.43,32.5,0.48,0.59,0.05,270.83,228.83,ball_snap,2532961.0,Danny Trevathan,59.0,ILB,11,home,2018091700,139,right,
828,2018-09-18 00:18:37.400,42.93,30.33,0.17,0.32,0.0,88.79,87.1,ball_snap,2532975.0,Russell Wilson,3.0,QB,11,away,2018091700,139,right,
829,2018-09-18 00:18:37.400,46.6,8.91,0.0,0.0,0.0,84.53,69.79,ball_snap,2541966.0,Jaron Brown,18.0,WR,11,away,2018091700,139,right,HITCH
830,2018-09-18 00:18:37.400,53.1,9.17,1.24,0.6,0.12,313.83,71.02,ball_snap,2543681.0,Kyle Fuller,23.0,CB,11,home,2018091700,139,right,
831,2018-09-18 00:18:37.400,61.78,36.38,0.2,0.14,0.02,266.76,32.77,ball_snap,2552385.0,Adrian Amos,38.0,FS,11,home,2018091700,139,right,
832,2018-09-18 00:18:37.400,45.95,15.75,0.0,0.0,0.01,74.9,73.08,ball_snap,2552430.0,Tyler Lockett,16.0,WR,11,away,2018091700,139,right,IN
833,2018-09-18 00:18:37.400,52.27,15.85,0.72,0.85,0.07,247.95,261.51,ball_snap,2553500.0,Bryce Callahan,37.0,CB,11,home,2018091700,139,right,
834,2018-09-18 00:18:37.400,48.8,36.75,0.0,0.0,0.01,251.43,258.33,ball_snap,2555285.0,Leonard Floyd,94.0,OLB,11,home,2018091700,139,right,
835,2018-09-18 00:18:37.400,58.83,23.88,1.75,0.61,0.17,260.04,265.75,ball_snap,2558176.0,Eddie Jackson,39.0,FS,11,home,2018091700,139,right,
836,2018-09-18 00:18:37.400,42.55,32.57,0.06,0.09,0.0,90.88,107.43,ball_snap,2560835.0,Rashaad Penny,20.0,RB,11,away,2018091700,139,right,
837,2018-09-18 00:18:37.400,51.78,29.8,0.14,0.15,0.01,280.1,283.37,ball_snap,2560877.0,Roquan Smith,58.0,LB,11,home,2018091700,139,right,
838,2018-09-18 00:18:37.400,46.71,23.82,0.0,0.0,0.0,78.92,76.58,ball_snap,2561046.0,Will Dissly,88.0,TE,11,away,2018091700,139,right,HITCH
839,2018-09-18 00:18:37.400,47.42,29.71,4.58,1.15,0.46,,,ball_snap,,Football,,,11,football,2018091700,139,right,
1140,2018-09-18 00:18:39.500,51.78,47.32,5.51,2.69,0.54,13.19,59.63,pass_forward,2495108.0,Prince Amukamara,20.0,CB,32,home,2018091700,139,right,
1141,2018-09-18 00:18:39.500,50.83,48.48,5.77,2.7,0.58,97.77,57.37,pass_forward,2495893.0,Brandon Marshall,15.0,WR,32,away,2018091700,139,right,GO
1142,2018-09-18 00:18:39.500,46.26,31.25,2.26,2.16,0.23,260.56,245.9,pass_forward,2532961.0,Danny Trevathan,59.0,ILB,32,home,2018091700,139,right,
1143,2018-09-18 00:18:39.500,40.67,30.12,0.84,2.1,0.09,173.86,200.34,pass_forward,2532975.0,Russell Wilson,3.0,QB,32,away,2018091700,139,right,
1144,2018-09-18 00:18:39.500,55.19,8.98,6.27,2.49,0.64,60.52,90.16,pass_forward,2541966.0,Jaron Brown,18.0,WR,32,away,2018091700,139,right,HITCH
1145,2018-09-18 00:18:39.500,58.91,10.3,3.74,1.83,0.38,235.17,93.76,pass_forward,2543681.0,Kyle Fuller,23.0,CB,32,home,2018091700,139,right,
1146,2018-09-18 00:18:39.500,65.56,36.28,3.9,2.11,0.38,223.17,119.1,pass_forward,2552385.0,Adrian Amos,38.0,FS,32,home,2018091700,139,right,
1147,2018-09-18 00:18:39.500,55.33,15.73,7.05,1.99,0.71,70.84,86.37,pass_forward,2552430.0,Tyler Lockett,16.0,WR,32,away,2018091700,139,right,IN
1148,2018-09-18 00:18:39.500,57.37,16.96,4.77,1.53,0.48,189.14,94.08,pass_forward,2553500.0,Bryce Callahan,37.0,CB,32,home,2018091700,139,right,
1149,2018-09-18 00:18:39.500,40.87,33.15,4.29,3.96,0.44,181.08,236.03,pass_forward,2555285.0,Leonard Floyd,94.0,OLB,32,home,2018091700,139,right,
1150,2018-09-18 00:18:39.500,56.15,25.53,1.8,3.58,0.18,245.89,296.94,pass_forward,2558176.0,Eddie Jackson,39.0,FS,32,home,2018091700,139,right,
1151,2018-09-18 00:18:39.500,43.44,31.38,1.84,4.88,0.17,91.13,65.65,pass_forward,2560835.0,Rashaad Penny,20.0,RB,32,away,2018091700,139,right,
1152,2018-09-18 00:18:39.500,47.66,29.04,3.73,2.74,0.37,260.82,239.3,pass_forward,2560877.0,Roquan Smith,58.0,LB,32,home,2018091700,139,right,
1153,2018-09-18 00:18:39.500,52.63,25.09,2.55,3.27,0.26,277.79,59.47,pass_forward,2561046.0,Will Dissly,88.0,TE,32,away,2018091700,139,right,HITCH
1154,2018-09-18 00:18:39.500,40.15,30.01,1.37,2.58,0.14,,,pass_forward,,Football,,,32,football,2018091700,139,right,
1305,2018-09-18 00:18:40.599,57.92,49.76,5.77,1.57,0.59,275.28,75.25,pass_arrived,2495108.0,Prince Amukamara,20.0,CB,43,home,2018091700,139,right,
1306,2018-09-18 00:18:40.599,57.04,50.39,5.2,2.62,0.53,107.19,80.87,pass_arrived,2495893.0,Brandon Marshall,15.0,WR,43,away,2018091700,139,right,GO
1307,2018-09-18 00:18:40.599,46.19,30.98,1.28,1.81,0.11,208.48,79.41,pass_arrived,2532961.0,Danny Trevathan,59.0,ILB,43,home,2018091700,139,right,
1308,2018-09-18 00:18:40.599,40.54,30.2,0.6,0.63,0.06,168.29,321.54,pass_arrived,2532975.0,Russell Wilson,3.0,QB,43,away,2018091700,139,right,
1309,2018-09-18 00:18:40.599,58.26,7.8,2.72,3.83,0.26,292.73,185.16,pass_arrived,2541966.0,Jaron Brown,18.0,WR,43,away,2018091700,139,right,HITCH
1310,2018-09-18 00:18:40.599,59.34,9.48,2.99,3.26,0.28,238.6,224.81,pass_arrived,2543681.0,Kyle Fuller,23.0,CB,43,home,2018091700,139,right,
1311,2018-09-18 00:18:40.599,67.99,32.5,4.87,2.3,0.48,197.14,170.21,pass_arrived,2552385.0,Adrian Amos,38.0,FS,43,home,2018091700,139,right,
1312,2018-09-18 00:18:40.599,60.76,18.58,4.74,4.04,0.48,342.82,31.8,pass_arrived,2552430.0,Tyler Lockett,16.0,WR,43,away,2018091700,139,right,IN
1313,2018-09-18 00:18:40.599,61.27,18.26,4.25,4.16,0.41,298.61,31.03,pass_arrived,2553500.0,Bryce Callahan,37.0,CB,43,home,2018091700,139,right,
1314,2018-09-18 00:18:40.599,40.11,31.45,0.87,2.38,0.08,253.2,115.45,pass_arrived,2555285.0,Leonard Floyd,94.0,OLB,43,home,2018091700,139,right,
1315,2018-09-18 00:18:40.599,54.7,22.74,5.15,3.77,0.5,181.28,177.17,pass_arrived,2558176.0,Eddie Jackson,39.0,FS,43,home,2018091700,139,right,
1316,2018-09-18 00:18:40.599,45.34,35.44,5.49,0.09,0.55,157.83,19.6,pass_arrived,2560835.0,Rashaad Penny,20.0,RB,43,away,2018091700,139,right,
1317,2018-09-18 00:18:40.599,46.83,25.02,5.09,3.46,0.5,161.02,159.58,pass_arrived,2560877.0,Roquan Smith,58.0,LB,43,home,2018091700,139,right,
1318,2018-09-18 00:18:40.599,53.58,25.63,0.25,0.97,0.03,219.96,145.73,pass_arrived,2561046.0,Will Dissly,88.0,TE,43,away,2018091700,139,right,HITCH
1319,2018-09-18 00:18:40.599,55.61,9.84,18.81,7.87,2.19,,,pass_arrived,,Football,,,43,football,2018091700,139,right,
1335,2018-09-18 00:18:40.799,59.03,50.02,5.54,1.71,0.56,254.23,77.88,pass_outcome_caught,2495108.0,Prince Amukamara,20.0,CB,45,home,2018091700,139,right,
1336,2018-09-18 00:18:40.799,57.99,50.53,4.43,3.45,0.46,111.99,82.07,pass_outcome_caught,2495893.0,Brandon Marshall,15.0,WR,45,away,2018091700,139,right,GO
1337,2018-09-18 00:18:40.799,46.47,31.05,1.6,1.21,0.15,196.95,77.32,pass_outcome_caught,2532961.0,Danny Trevathan,59.0,ILB,45,home,2018091700,139,right,
1338,2018-09-18 00:18:40.799,40.48,30.3,0.54,0.32,0.06,168.29,332.49,pass_outcome_caught,2532975.0,Russell Wilson,3.0,QB,45,away,2018091700,139,right,
1339,2018-09-18 00:18:40.799,58.2,7.22,3.04,1.75,0.29,254.61,188.99,pass_outcome_caught,2541966.0,Jaron Brown,18.0,WR,45,away,2018091700,139,right,HITCH
1340,2018-09-18 00:18:40.799,58.94,8.95,3.58,3.26,0.34,229.94,213.6,pass_outcome_caught,2543681.0,Kyle Fuller,23.0,CB,45,home,2018091700,139,right,
1341,2018-09-18 00:18:40.799,68.13,31.5,5.11,1.47,0.51,191.62,173.79,pass_outcome_caught,2552385.0,Adrian Amos,38.0,FS,45,home,2018091700,139,right,
1342,2018-09-18 00:18:40.799,61.19,19.39,4.44,3.12,0.45,331.03,23.83,pass_outcome_caught,2552430.0,Tyler Lockett,16.0,WR,45,away,2018091700,139,right,IN
1343,2018-09-18 00:18:40.799,61.69,19.04,4.62,2.35,0.45,301.77,25.13,pass_outcome_caught,2553500.0,Bryce Callahan,37.0,CB,45,home,2018091700,139,right,
1344,2018-09-18 00:18:40.799,40.26,31.42,0.65,2.42,0.07,237.18,80.88,pass_outcome_caught,2555285.0,Leonard Floyd,94.0,OLB,45,home,2018091700,139,right,
1345,2018-09-18 00:18:40.799,54.83,21.66,5.6,2.83,0.55,177.32,170.16,pass_outcome_caught,2558176.0,Eddie Jackson,39.0,FS,45,home,2018091700,139,right,
1346,2018-09-18 00:18:40.799,45.74,36.46,5.41,0.97,0.55,172.25,21.23,pass_outcome_caught,2560835.0,Rashaad Penny,20.0,RB,45,away,2018091700,139,right,
1347,2018-09-18 00:18:40.799,47.26,24.05,5.41,2.61,0.54,154.57,153.18,pass_outcome_caught,2560877.0,Roquan Smith,58.0,LB,45,home,2018091700,139,right,
1348,2018-09-18 00:18:40.799,53.59,25.56,0.4,0.95,0.04,210.26,183.66,pass_outcome_caught,2561046.0,Will Dissly,88.0,TE,45,away,2018091700,139,right,HITCH
1349,2018-09-18 00:18:40.799,57.4,7.18,3.98,0.24,0.44,,,pass_outcome_caught,,Football,,,45,football,2018091700,139,right,
1440,2018-09-18 00:18:41.500,62.37,50.42,3.98,2.76,0.4,229.9,90.25,tackle,2495108.0,Prince Amukamara,20.0,CB,52,home,2018091700,139,right,
1441,2018-09-18 00:18:41.500,60.22,50.82,2.08,2.66,0.22,118.63,80.64,tackle,2495893.0,Brandon Marshall,15.0,WR,52,away,2018091700,139,right,GO
1442,2018-09-18 00:18:41.500,47.67,31.13,1.71,1.05,0.17,144.71,98.32,tackle,2532961.0,Danny Trevathan,59.0,ILB,52,home,2018091700,139,right,
1443,2018-09-18 00:18:41.500,40.51,30.35,0.44,1.02,0.04,130.04,141.61,tackle,2532975.0,Russell Wilson,3.0,QB,52,away,2018091700,139,right,
1444,2018-09-18 00:18:41.500,58.09,5.47,1.67,2.91,0.18,146.01,173.15,tackle,2541966.0,Jaron Brown,18.0,WR,52,away,2018091700,139,right,HITCH
1445,2018-09-18 00:18:41.500,58.22,6.46,2.97,3.64,0.3,197.75,182.67,tackle,2543681.0,Kyle Fuller,23.0,CB,52,home,2018091700,139,right,
1446,2018-09-18 00:18:41.500,68.5,27.75,5.46,0.48,0.55,191.54,174.86,tackle,2552385.0,Adrian Amos,38.0,FS,52,home,2018091700,139,right,
1447,2018-09-18 00:18:41.500,61.93,21.63,2.3,2.88,0.24,343.13,9.94,tackle,2552430.0,Tyler Lockett,16.0,WR,52,away,2018091700,139,right,IN
1448,2018-09-18 00:18:41.500,63.14,21.32,2.83,3.83,0.3,227.56,47.74,tackle,2553500.0,Bryce Callahan,37.0,CB,52,home,2018091700,139,right,
1449,2018-09-18 00:18:41.500,40.78,31.71,0.98,0.57,0.1,145.53,70.55,tackle,2555285.0,Leonard Floyd,94.0,OLB,52,home,2018091700,139,right,
1450,2018-09-18 00:18:41.500,55.97,17.76,5.7,1.43,0.58,175.99,159.2,tackle,2558176.0,Eddie Jackson,39.0,FS,52,home,2018091700,139,right,
1451,2018-09-18 00:18:41.500,47.07,39.52,3.93,2.67,0.41,174.04,27.37,tackle,2560835.0,Rashaad Penny,20.0,RB,52,away,2018091700,139,right,
1452,2018-09-18 00:18:41.500,49.43,20.9,5.29,1.97,0.53,132.94,138.36,tackle,2560877.0,Roquan Smith,58.0,LB,52,home,2018091700,139,right,
1453,2018-09-18 00:18:41.500,53.55,24.96,1.23,0.99,0.12,181.66,173.51,tackle,2561046.0,Will Dissly,88.0,TE,52,away,2018091700,139,right,HITCH
1454,2018-09-18 00:18:41.500,58.39,5.15,2.6,3.24,0.2,,,tackle,,Football,,,52,football,2018091700,139,right,
1610,2018-09-18 00:19:05.900,58.64,30.32,0.31,1.13,0.03,256.44,299.43,ball_snap,2495101.0,Sam Acho,93.0,OLB,11,home,2018091700,163,right,
1611,2018-09-18 00:19:05.900,59.38,43.31,0.12,0.67,0.01,213.68,74.54,ball_snap,2495108.0,Prince Amukamara,20.0,CB,11,home,2018091700,163,right,
1612,2018-09-18 00:19:05.900,61.91,26.15,0.28,0.13,0.04,260.21,259.07,ball_snap,2532961.0,Danny Trevathan,59.0,ILB,11,home,2018091700,163,right,
1613,2018-09-18 00:19:05.900,56.11,24.37,0.47,0.44,0.06,61.85,215.58,ball_snap,2532975.0,Russell Wilson,3.0,QB,11,away,2018091700,163,right,
1614,2018-09-18 00:19:05.900,63.8,13.25,0.35,0.41,0.04,328.13,83.51,ball_snap,2543681.0,Kyle Fuller,23.0,CB,11,home,2018091700,163,right,
1615,2018-09-18 00:19:05.900,63.84,19.21,1.08,0.71,0.11,248.05,230.53,ball_snap,2552385.0,Adrian Amos,38.0,FS,11,home,2018091700,163,right,
1616,2018-09-18 00:19:05.900,55.93,14.48,0.11,0.08,0.03,72.22,50.68,ball_snap,2552430.0,Tyler Lockett,16.0,WR,11,away,2018091700,163,right,CROSS
1617,2018-09-18 00:19:05.900,53.06,24.53,0.27,0.08,0.11,91.92,177.77,ball_snap,2556603.0,Tre Madden,38.0,FB,11,away,2018091700,163,right,ANGLE
1618,2018-09-18 00:19:05.900,68.35,27.56,2.02,0.31,0.21,265.94,101.95,ball_snap,2558176.0,Eddie Jackson,39.0,FS,11,home,2018091700,163,right,
1619,2018-09-18 00:19:05.900,57.08,42.87,0.06,0.05,0.02,99.06,41.6,ball_snap,2558856.0,David Moore,83.0,WR,11,away,2018091700,163,right,HITCH
1620,2018-09-18 00:19:05.900,49.54,24.37,0.12,0.08,0.02,91.2,95.97,ball_snap,2560835.0,Rashaad Penny,20.0,RB,11,away,2018091700,163,right,FLAT
1621,2018-09-18 00:19:05.900,61.58,22.54,0.15,0.5,0.02,273.56,309.17,ball_snap,2560877.0,Roquan Smith,58.0,LB,11,home,2018091700,163,right,
1622,2018-09-18 00:19:05.900,56.75,19.42,0.06,0.03,0.03,78.57,157.4,ball_snap,2561046.0,Will Dissly,88.0,TE,11,away,2018091700,163,right,CROSS
1623,2018-09-18 00:19:05.900,56.99,24.3,0.68,1.01,0.06,,,ball_snap,,Football,,,11,football,2018091700,163,right,
1806,2018-09-18 00:19:07.299,56.9,27.54,4.47,1.33,0.44,222.91,199.92,play_action,2495101.0,Sam Acho,93.0,OLB,25,home,2018091700,163,right,
1807,2018-09-18 00:19:07.299,61.3,44.25,4.14,3.23,0.4,329.11,59.37,play_action,2495108.0,Prince Amukamara,20.0,CB,25,home,2018091700,163,right,
1808,2018-09-18 00:19:07.299,60.85,23.44,4.2,1.83,0.41,212.45,184.26,play_action,2532961.0,Danny Trevathan,59.0,ILB,25,home,2018091700,163,right,
1809,2018-09-18 00:19:07.299,52.73,22.31,4.4,3.71,0.44,279.46,260.21,play_action,2532975.0,Russell Wilson,3.0,QB,25,away,2018091700,163,right,
1810,2018-09-18 00:19:07.299,66.06,13.8,3.88,2.31,0.37,7.21,68.06,play_action,2543681.0,Kyle Fuller,23.0,CB,25,home,2018091700,163,right,
1811,2018-09-18 00:19:07.299,63.76,18.96,2.17,4.39,0.2,341.38,42.81,play_action,2552385.0,Adrian Amos,38.0,FS,25,home,2018091700,163,right,
1812,2018-09-18 00:19:07.299,59.49,16.13,5.73,2.07,0.56,45.65,63.44,play_action,2552430.0,Tyler Lockett,16.0,WR,25,away,2018091700,163,right,CROSS
1813,2018-09-18 00:19:07.299,53.23,19.67,5.39,1.41,0.54,158.05,182.83,play_action,2556603.0,Tre Madden,38.0,FB,25,away,2018091700,163,right,ANGLE
1814,2018-09-18 00:19:07.299,71.68,26.98,2.93,0.31,0.29,252.77,101.62,play_action,2558176.0,Eddie Jackson,39.0,FS,25,home,2018091700,163,right,
